,c,cyclical_var,price,distribution,media1,media2,media3,error,actual
2023-08-12,100.0,-0.663122658240795,-3.0,0.6,1.344462899944091e-07,0.013189897550942152,7.657992553508508e-08,-0.9834204376561121,95.96664701268026
2023-08-19,100.0,-0.7485107481711011,-3.0,0.6,6.722314499720531e-08,0.009233602085248661,1.1100714534756441e-08,0.03311530325898798,96.89383823549697
2023-08-26,100.0,-0.8229838658936564,-3.0,0.6,3.361157249860275e-08,0.006463752618172426,1.6091144294165764e-09,0.46680092607310397,97.25028084801829
2023-09-02,100.0,-0.8854560256532096,-3.0,0.6,1.6805786249301387e-08,0.004524706127691061,2.332506829942947e-10,-0.7112069309639363,96.00786176654958
2023-09-09,100.0,-0.9350162426854147,-2.75,0.6,8.402893124650695e-09,0.00316732148883699,3.3811070314639544e-11,-0.8073211225239767,96.11082996471613
2023-09-16,100.0,-0.970941817426052,-2.75,0.6,4.2014465623253476e-09,0.002217134371813234,4.9011152342454725e-12,-0.16272703946809394,96.71854828168402
2023-09-23,100.0,-0.992708874098054,-2.0,0.6,2.1007232811626738e-09,0.0015519972603675566,7.10445730224413e-13,-1.661237218767758,95.94760590649598
2023-09-30,100.0,-1.0,-2.0,0.6,1.0503616405813369e-09,0.0010863991798970743,1.0298332348266097e-13,-0.33811932830283636,97.26296707192752
2023-10-07,100.0,-0.992708874098054,-2.0,0.6,5.251808202906684e-10,0.0007604798024194183,1.492804371163487e-14,1.2340046764695185,98.84205628269908
2023-10-14,100.0,-0.9709418174260521,-2.0,0.6,2.625904101453342e-10,0.0005323359908303373,2.1639085001369324e-15,0.22884404545446108,97.85843456428182
2023-10-21,100.0,-0.9350162426854148,-2.0,0.6,1.312952050726671e-10,0.00037263523787516825,3.136713749917105e-16,-0.9237683987239287,96.74158799395983
2023-10-28,100.0,-0.8854560256532101,-2.0,0.6,6.564760253633356e-11,0.0002608446817054413,4.5468526734362466e-17,0.9524054831486426,98.66721030224278
2023-11-04,100.0,-0.822983865893657,-2.0,0.6,3.282380126816678e-11,0.00018259128240494818,6.590932702890307e-18,-2.0310790909797842,95.74611963444178
2023-11-11,100.0,-0.7485107481711011,-2.0,0.6,1.641190063408339e-11,0.00012781389947088466,9.553947975446325e-19,2.0470826334820065,99.89869969922678
2023-11-18,100.0,-0.6631226582407955,-2.0,0.6,8.205950317041694e-12,8.946973024270464e-05,1.3849014400876377e-19,0.19529516713390555,98.13226197863155
2023-11-25,100.0,-0.5680647467311559,-2.0,0.6,4.102975158520847e-12,6.262881138018155e-05,2.007496799946949e-20,-0.15554639096841272,97.87645149111592
2023-12-02,100.0,-0.4647231720437684,-2.0,0.6,2.0514875792604236e-12,4.384016803825596e-05,2.9099857109991996e-21,0.8151120688856656,98.95043273701198
2023-12-09,100.0,-0.35460488704253595,-2.0,0.6,1.0257437896302118e-12,3.068811765151938e-05,4.2181969298497995e-22,-0.06694207619695274,98.17848372487917
2023-12-16,100.0,-0.2393156642875578,-2.5,0.6,5.128718948151059e-13,2.1481682364549454e-05,6.114526704285652e-23,-0.40408094511551523,97.4566248722798
2023-12-23,100.0,-0.12053668025532363,-2.5,0.6,2.5643594740755295e-13,1.5037177658095277e-05,8.863369216560887e-24,2.878763715024862,100.85824207194744
2023-12-30,100.0,0.0,-2.5,0.6,0.9109039871698473,1.0526024361665052e-05,1.2847979519660481e-24,-1.224578140514986,97.78633637267922
2024-01-06,100.0,0.12053668025532305,-2.5,0.6,0.8268132748595663,7.3682170535079715e-06,1.8623908550394888e-25,0.060848938797662226,99.1082062621296
2024-01-13,100.0,0.23931566428755774,-2.5,0.6,0.9254429968073001,5.157751937573035e-06,2.699646035103873e-26,1.0444303072033583,100.30919412605016
2024-01-20,100.0,0.3546048870425356,-2.5,0.6,0.9450018753910067,3.6104263563414115e-06,3.91329709074282e-27,0.050178682396713054,99.44978905525662
2024-01-27,100.0,0.4647231720437685,-3.0,0.6,0.9557718818493157,2.527298449452806e-06,5.672556298598972e-28,0.4027083121980698,99.42320589338959
2024-02-03,100.0,0.5680647467311558,-3.0,0.6,0.955285701784303,1.7691089146217043e-06,8.222706892582713e-29,-1.733495915997764,97.38985630162661
2024-02-10,100.0,0.6631226582407952,-3.0,0.6,0.9553880071182248,1.2383762402368188e-06,1.1919301472252736e-29,-0.3343019485180413,98.88420995521722
2024-02-17,100.0,0.7485107481711011,-3.0,0.6,0.9597366857317579,8.668633681663307e-07,1.72777346246648e-30,0.8068729311550191,100.11512123192124
2024-02-24,100.0,0.8229838658936564,-3.0,0.6,0.9197929243982674,0.5760866787008956,2.5045101380754064e-31,0.8675117538636025,100.7863752228564
2024-03-02,100.0,0.8854560256532099,-3.0,0.6,0.8420542203397999,0.728535151902439,3.630436031103344e-32,-0.5061048585443612,99.54994053935108
2024-03-09,100.0,0.9350162426854148,-3.0,0.6,0.7014603204460261,0.7516121922603218,5.2625324112529404e-33,-1.040663415295757,98.94742534009602
2024-03-16,100.0,0.970941817426052,-3.0,0.6,0.4958011488519891,0.8475716087775043,7.628352942241758e-34,0.0651438264919619,99.9794584015475
2024-03-23,100.0,0.992708874098054,-3.0,0.6,0.29182137743784703,0.8179311275332298,1.1057750159785481e-34,-1.0994031246509348,98.60305825441819
2024-03-30,100.0,1.0,-3.0,0.6,0.15399374129415083,0.8870482067441605,1.602886488368261e-35,-0.8488914538296658,98.79215049420863
2024-04-06,100.0,0.992708874098054,-3.0,0.6,0.07813983624380798,0.8718004005848734,2.323479059906142e-36,0.0217498112006184,99.56439892212735
2024-04-13,100.0,0.9709418174260521,-3.0,0.6,0.03921762625495704,0.9001704832359936,3.368020743201884e-37,-1.355992734354306,98.15433719256269
2024-04-20,100.0,0.9350162426854148,-3.0,0.6,0.019627434247366828,0.8585789640962068,0.8145894416726512,0.052274204209569894,100.28008628691121
2024-04-27,100.0,0.8854560256532099,-3.0,0.6,0.009816049741394987,0.8012943638653703,0.8530781388408468,-1.1304414132043281,99.01920316489648
2024-05-04,100.0,0.8229838658936565,-2.75,0.6,0.00490831660388133,0.7250233072621236,0.5294542861315985,0.8847818847865208,100.81715166067778
2024-05-11,100.0,0.7485107481711013,-2.75,0.6,0.0024541947734659625,0.6292712820801605,0.7751157930058803,0.7262273994344038,100.731579417465
2024-05-18,100.0,0.6631226582407952,-2.0,0.6,0.0012271019458260852,0.5194334503413994,0.7895134032350088,0.9194521100496309,101.49274872381265
2024-05-25,100.0,0.5680647467311558,-2.0,0.6,0.0006135515428044446,0.40725326668010453,0.823264762412381,1.0612883389015717,101.460484666268
2024-06-01,100.0,0.46472317204376906,-2.0,0.6,0.0003067758426387964,0.30570593569281435,0.5507818468880132,1.8005707797508363,101.72208851021809
2024-06-08,100.0,0.35460488704253584,-2.0,0.6,0.00015338793022397462,0.2225801746784581,0.5563398862842761,0.0969394172318928,99.83061775316739
2024-06-15,100.0,0.23931566428755768,-2.0,0.6,7.669396622505951e-05,0.1590850538569555,0.10916990995941923,-0.8793218953884389,98.2283254266817
2024-06-22,100.0,0.12053668025532308,-2.0,0.6,3.834698325166378e-05,0.1125494459568343,0.015978435054802315,0.12239764239163058,98.97150055064184
2024-06-29,100.0,-3.216245299353273e-16,-2.0,0.6,1.9173491643223644e-05,0.0792046096868486,0.0023166452130527434,-1.3593965824079277,97.32214384598362
2024-07-06,100.0,-0.12053668025532283,-2.0,0.6,9.586745823785793e-06,0.05558935984382228,0.00033581291882628356,0.711177111756069,99.2465751910092
2024-07-13,100.0,-0.23931566428755743,-2.0,0.6,4.793372912164642e-06,0.03896303106143044,4.867807929312553e-05,0.47728836759071064,98.87698920581678
2024-07-20,100.0,-0.3546048870425356,-2.0,0.6,2.3966864561162894e-06,0.02729149643967866,7.056176401172241e-06,-1.1338306142846495,97.13886544797533
2024-07-27,100.0,-0.46472317204376806,-2.0,0.6,1.1983432280623907e-06,0.01911001721917377,1.0228346318194272e-06,-0.92968299648796,97.22470606986532
2024-08-03,100.0,-0.5680647467311556,-2.0,0.6,5.991716140317261e-07,0.013379061381188781,1.482659480897217e-07,0.017021419101254955,98.06233648118885
2024-08-10,100.0,-0.663122658240795,-2.5,0.6,2.995858070159294e-07,0.009366046175126177,2.149202879826502e-08,-1.7037176192653265,95.74252608974683
2024-08-17,100.0,-0.7485107481711011,-2.5,0.6,1.49792903507973e-07,0.006556473571611124,3.1153970808315746e-09,0.2651429520703538,97.62318883037916
2024-08-24,100.0,-0.8229838658936564,-2.5,0.6,7.489645175398754e-08,0.0045896142567093765,4.515952896935167e-10,-1.9690218658883507,95.31258395782274
2024-08-31,100.0,-0.8854560256532096,-2.5,0.6,3.74482258769939e-08,0.0032127583665768245,6.546141643649972e-11,-1.7352536695405267,95.48250310068651
2024-09-07,100.0,-0.9350162426854147,-2.5,0.6,1.8724112938496963e-08,0.0022489405935344443,9.489020677742369e-12,0.08669443633407858,97.25392715297579
2024-09-14,100.0,-0.970941817426052,-2.5,0.6,9.362056469248483e-09,0.001574261755280111,1.3754898430889627e-12,-0.5433005068717945,96.58733194682087
2024-09-21,100.0,-0.992708874098054,-3.0,0.6,4.6810282346242425e-09,0.001101984374256054,1.9938541317322096e-13,0.8271722408389359,97.43556535579636
2024-09-28,100.0,-1.0,-3.0,0.6,2.3405141173121212e-09,0.0007713894549074052,2.8902098540385096e-14,1.9720600887322035,98.57283148052765
2024-10-05,100.0,-0.992708874098054,-3.0,0.6,1.1702570586560606e-09,0.0005399727532097291,4.189530651935985e-15,-0.19681056419556106,96.41102053562986
2024-10-12,100.0,-0.9709418174260521,-3.0,0.6,5.851285293280303e-10,0.00037798097347451035,6.072973233755121e-16,-0.8939730645277204,95.73546309960483
2024-10-19,100.0,-0.9350162426854148,-3.0,0.6,2.9256426466401515e-10,0.0002645866972882635,8.803134995769367e-17,-0.24979003281502354,96.41545831148939
2024-10-26,100.0,-0.8854560256532101,-3.0,0.6,1.4628213233200758e-10,0.00018521069354042984,1.276066644308615e-17,0.058127307794605745,96.77285649298122
2024-11-02,100.0,-0.822983865893657,-3.0,0.6,7.314106616600379e-11,0.00012964748734375635,1.849734306584647e-18,0.5669946874491083,97.34414046911593
2024-11-09,100.0,-0.7485107481711011,-3.0,0.6,3.6570533083001894e-11,9.075324178048072e-05,2.6812996172390327e-19,0.14555006439934487,96.99713006950658
2024-11-16,100.0,-0.6631226582407955,-3.0,0.6,1.8285266541500947e-11,6.352726946580548e-05,3.88670286960328e-20,-0.8490255407540335,96.08791532829292
2024-11-23,100.0,-0.5680647467311559,-3.0,0.6,9.142633270750474e-12,4.446908870134169e-05,5.6340063972924e-21,0.8111578424105059,97.8431375647772
2024-11-30,100.0,-0.4647231720437684,-3.0,0.6,4.571316635375237e-12,3.1128362116759495e-05,8.166826523575141e-22,1.399700439788814,98.53500839611173
2024-12-07,100.0,-0.35460488704253595,-3.0,0.6,2.2856583176876184e-12,2.178985349058801e-05,1.183829956214175e-22,0.3782082726631198,97.62362517547635
2024-12-14,100.0,-0.2393156642875578,-3.0,0.6,1.1428291588438092e-12,1.525289744644934e-05,1.7160317550329815e-23,-0.7888030302276623,96.57189655838334
2024-12-21,100.0,-0.12053668025532363,-3.0,0.6,5.714145794219046e-13,1.0677028213556479e-05,2.4874898365461008e-24,0.17975147261231736,97.65922546938577
